"n","distribution","estimand","method","coverage_rate","mean_width","sd_width","left_tail_coverage","right_tail_coverage","n_successful","se_coverage"
20,"contaminated_normal","sd","basic",0.5841,3.2099319762605,2.15579270856208,0.6008,0.9833,10000,0.00492876444963644
20,"contaminated_normal","sd","normal",0.7748,3.51411205046823,2.52466295959387,0.7978,0.977,10000,0.00417713969122413
20,"contaminated_normal","sd","bca",0.629812438302073,2.62918013340991,2.06725895990037,0.653339914445541,0.976472523856532,10000,0.0048285477201957
20,"contaminated_normal","sd","t_interval",NA,NA,NA,NA,NA,10000,NA
30,"contaminated_normal","sd","percentile",0.7447,3.06150286728791,1.76695882657117,0.7566,0.9881,10000,0.00436029712290344
30,"contaminated_normal","sd","basic",0.5285,3.06150286728791,1.76695882657117,0.5354,0.9931,10000,0.00499187089175992
30,"contaminated_normal","sd","normal",0.6889,3.28366152599203,1.99924330588831,0.6972,0.9917,10000,0.0046294361427716
30,"contaminated_normal","sd","bca",0.461988304093567,2.77273850787085,1.80074806812711,0.470523154733681,0.991465149359886,10000,0.00498553017215137
30,"contaminated_normal","sd","t_interval",NA,NA,NA,NA,NA,10000,NA
40,"contaminated_normal","sd","percentile",0.6302,2.95663636572477,1.52695104076719,0.6349,0.9953,10000,0.00482750411703605
40,"contaminated_normal","sd","basic",0.4587,2.95663636572477,1.52695104076719,0.4615,0.9972,10000,0.00498291390654103
40,"contaminated_normal","sd","normal",0.5911,3.13191032759351,1.69458012311472,0.5946,0.9965,10000,0.00491630745580461
40,"contaminated_normal","sd","bca",0.324833209785026,2.87733750731151,1.61226351609516,0.32824314306894,0.996590066716086,10000,0.00468312497810792
40,"contaminated_normal","sd","t_interval",NA,NA,NA,NA,NA,10000,NA
50,"contaminated_normal","sd","percentile",0.516,2.84344913458954,1.33599077916942,0.5186,0.9974,10000,0.00499743934430424
50,"contaminated_normal","sd","basic",0.3896,2.84344913458954,1.33599077916942,0.3911,0.9985,10000,0.00487659553377149
50,"contaminated_normal","sd","normal",0.5036,2.98162501922955,1.46039661592804,0.5056,0.998,10000,0.00499987039832034
50,"contaminated_normal","sd","bca",0.226470179341026,2.87690477904898,1.41704394189838,0.227999443903795,0.998470735437231,10000,0.00418546816031695
50,"contaminated_normal","sd","t_interval",NA,NA,NA,NA,NA,10000,NA
100,"contaminated_normal","sd","percentile",0.1403,2.33791810561927,0.806926837190559,0.1403,1,10000,0.0034729801323935
100,"contaminated_normal","sd","basic",0.1371,2.33791810561927,0.806926837190559,0.1371,1,10000,0.00343952889215951
100,"contaminated_normal","sd","normal",0.1629,2.39034253571557,0.843196899364226,0.1629,1,10000,0.00369274410161332
100,"contaminated_normal","sd","bca",0.0371576111360575,2.50412810140127,0.875800852687118,0.0371576111360575,1,10000,0.00189147886773072
100,"contaminated_normal","sd","t_interval",NA,NA,NA,NA,NA,10000,NA
200,"contaminated_normal","sd","percentile",0.0039,1.81096014436783,0.453026820456711,0.0039,1,10000,0.000623280835578955
200,"contaminated_normal","sd","basic",0.0085,1.81096014436783,0.453026820456711,0.0085,1,10000,0.000918027777357526
200,"contaminated_normal","sd","normal",0.0082,1.83215188451222,0.463877936775116,0.0082,1,10000,0.000901818163489736
200,"contaminated_normal","sd","bca",0.000610935749923633,1.94447479020531,0.51186356553965,0.000610935749923633,1,10000,0.000247095630765317
200,"contaminated_normal","sd","t_interval",NA,NA,NA,NA,NA,10000,NA
20,"contaminated_normal","cv","percentile",0.8523,1.54264403201519,4.67087440315202,0.8843,0.968,10000,0.00354802353430752
20,"contaminated_normal","cv","basic",0.788,1.54264403201519,4.67087440315202,0.8081,0.9799,10000,0.00408724846320847
20,"contaminated_normal","cv","normal",0.873,23.8009627330032,576.543453936667,0.8975,0.9755,10000,0.00332972971876097
20,"contaminated_normal","cv","bca",0.670900055218112,6.08801089369838,34.5960810079455,0.690088348978465,0.980811706239647,10000,0.00469886338518632
20,"contaminated_normal","cv","t_interval",NA,NA,NA,NA,NA,10000,NA
30,"contaminated_normal","cv","percentile",0.7698,0.979524554209269,2.15715637120237,0.7811,0.9887,10000,0.00420960758266136
30,"contaminated_normal","cv","basic",0.7616,0.979524554209269,2.15715637120237,0.7698,0.9918,10000,0.00426104963594652
30,"contaminated_normal","cv","normal",0.8341,5.15718810873165,162.54052283463,0.8436,0.9905,10000,0.00371990846661581
30,"contaminated_normal","cv","bca",0.519972546328071,2.43491619466926,18.7018137201577,0.527247769389156,0.992724776938916,10000,0.00499600938142807
30,"contaminated_normal","cv","t_interval",NA,NA,NA,NA,NA,10000,NA
40,"contaminated_normal","cv","percentile",0.6521,0.788383405107479,0.759300403300938,0.6572,0.9949,10000,0.00476304094040771
40,"contaminated_normal","cv","basic",0.7138,0.788383405107479,0.759300403300938,0.7181,0.9957,10000,0.00451984026266416
40,"contaminated_normal","cv","normal",0.7617,1.24504476225612,13.1309474382509,0.7663,0.9954,10000,0.00426043554111548
40,"contaminated_normal","cv","bca",0.388035997882478,1.09601606884025,2.51811190585205,0.391476971942827,0.996559025939651,10000,0.00487302844471308
40,"contaminated_normal","cv","t_interval",NA,NA,NA,NA,NA,10000,NA
50,"contaminated_normal","cv","percentile",0.5486,0.716125563486303,0.543084454437373,0.5506,0.998,10000,0.00497632434634239
50,"contaminated_normal","cv","basic",0.6623,0.716125563486303,0.543084454437373,0.6641,0.9982,10000,0.00472925691837523
50,"contaminated_normal","cv","normal",0.6812,0.819464621495638,4.0391327354472,0.683,0.9982,10000,0.0046601133033436
50,"contaminated_normal","cv","bca",0.276185580259607,0.907862755079733,1.39488356616206,0.277470762112839,0.998714818146768,10000,0.00447109724247048
50,"contaminated_normal","cv","t_interval",NA,NA,NA,NA,NA,10000,NA
100,"contaminated_normal","cv","percentile",0.1697,0.541370579304551,0.247984383841565,0.1699,0.9998,10000,0.00375369031754086
100,"contaminated_normal","cv","basic",0.3266,0.541370579304551,0.247984383841565,0.3268,0.9998,10000,0.00468969551250398
100,"contaminated_normal","cv","normal",0.2636,0.550770390922852,0.254840081286563,0.2638,0.9998,10000,0.00440584883989453
100,"contaminated_normal","cv","bca",0.05783212161269,0.630194566862,0.344885421561521,0.0579422780348094,0.999889843577881,10000,0.00233425721210121
100,"contaminated_normal","cv","t_interval",NA,NA,NA,NA,NA,10000,NA
200,"contaminated_normal","cv","percentile",0.0091,0.400513595721466,0.127445855911701,0.0091,1,10000,0.000949588858401361
200,"contaminated_normal","cv","basic",0.0319,0.400513595721466,0.127445855911701,0.0319,1,10000,0.00175733861278924
200,"contaminated_normal","cv","normal",0.0189,0.404232766980966,0.12924397430906,0.0189,1,10000,0.00136171913403609
200,"contaminated_normal","cv","bca",0.00264496439471007,0.448251410824756,0.163774156358486,0.00264496439471007,1,10000,0.000513611580677538
200,"contaminated_normal","cv","t_interval",NA,NA,NA,NA,NA,10000,NA
